"as_of","target","target_end_date","location","horizon","output_type","output_type_id","oracle_value"
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"23",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"24",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"25",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"25",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"25",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"25",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"25",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"25",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"25",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"25",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"25",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"25",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"26",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",0,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",0,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"27",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"28",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"29",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"30",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"31",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"32",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"33",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"34",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",0,"pmf","increase",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",0,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",1,"pmf","increase",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",1,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"35",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"36",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"37",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"38",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",0,"pmf","large_increase",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",0,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",1,"pmf","increase",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",1,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",2,"pmf","increase",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",2,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",3,"pmf","increase",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"39",3,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"40",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"40",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"40",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"40",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"40",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"40",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"40",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"40",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"40",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2024-10-26,"40",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2024-10-26,"40",2,"pmf","decrease",0
